Date,Close,Ticker
2025-04-09,146.877685546875,JNJ
2025-04-10,144.65951538085938,JNJ
2025-04-11,147.6171112060547,JNJ
2025-04-14,150.17581176757812,JNJ
2025-04-15,149.45587158203125,JNJ
2025-04-16,149.73802185058594,JNJ
2025-04-17,153.20150756835938,JNJ
2025-04-21,152.66641235351562,JNJ
2025-04-22,153.47390747070312,JNJ
2025-04-23,151.16815185546875,JNJ
2025-04-24,150.7303466796875,JNJ
2025-04-25,150.38986206054688,JNJ
2025-04-28,151.1389923095703,JNJ
2025-04-29,151.68380737304688,JNJ
2025-04-30,152.0729522705078,JNJ
2025-05-01,150.27310180664062,JNJ
2025-05-02,151.8881072998047,JNJ
2025-05-05,150.7984619140625,JNJ
2025-05-06,150.2828369140625,JNJ
2025-05-07,153.0361328125,JNJ
2025-05-08,151.44058227539062,JNJ
2025-05-09,150.03961181640625,JNJ
2025-05-12,149.9617919921875,JNJ
2025-05-13,144.4163055419922,JNJ
2025-05-14,142.39266967773438,JNJ
2025-05-15,145.5545654296875,JNJ
2025-05-16,147.2279510498047,JNJ
2025-05-19,148.35650634765625,JNJ
2025-05-20,149.49478149414062,JNJ
2025-05-21,149.02780151367188,JNJ
2025-05-22,148.47325134277344,JNJ
2025-05-23,148.7943115234375,JNJ
2025-05-27,150.37408447265625,JNJ
2025-05-28,149.56947326660156,JNJ
2025-05-29,150.69789123535156,JNJ
2025-05-30,152.29730224609375,JNJ
2025-06-02,152.48373413085938,JNJ
2025-06-03,151.52212524414062,JNJ
2025-06-04,150.3446502685547,JNJ
2025-06-05,150.77639770507812,JNJ
2025-06-06,152.12069702148438,JNJ
2025-06-09,152.31692504882812,JNJ
2025-06-10,153.5140380859375,JNJ
2025-06-11,152.34637451171875,JNJ
2025-06-12,153.7200927734375,JNJ
2025-06-13,154.15185546875,JNJ
2025-06-16,152.30712890625,JNJ
2025-06-17,149.52041625976562,JNJ
2025-06-18,147.90138244628906,JNJ
2025-06-20,146.97900390625,JNJ
2025-06-23,148.48031616210938,JNJ
2025-06-24,149.33396911621094,JNJ
2025-06-25,149.42230224609375,JNJ
2025-06-26,149.1573486328125,JNJ
2025-06-27,149.5498504638672,JNJ
2025-06-30,149.8834686279297,JNJ
2025-07-01,152.9939727783203,JNJ
