Date,Close,Ticker
2025-04-09,102.2855453491211,XOM
2025-04-10,96.61052703857422,XOM
2025-04-11,99.71389770507812,XOM
2025-04-14,99.95559692382812,XOM
2025-04-15,99.67523193359375,XOM
2025-04-16,100.7290267944336,XOM
2025-04-17,103.36833190917969,XOM
2025-04-21,101.8504867553711,XOM
2025-04-22,104.70249938964844,XOM
2025-04-23,103.80339813232422,XOM
2025-04-24,105.02153015136719,XOM
2025-04-25,104.9635238647461,XOM
2025-04-28,105.02153015136719,XOM
2025-04-29,104.760498046875,XOM
2025-04-30,102.12118530273438,XOM
2025-05-01,102.2662124633789,XOM
2025-05-02,102.68192291259766,XOM
2025-05-05,99.8395767211914,XOM
2025-05-06,101.23174285888672,XOM
2025-05-07,101.13507080078125,XOM
2025-05-08,102.54656982421875,XOM
2025-05-09,103.7453842163086,XOM
2025-05-12,105.533935546875,XOM
2025-05-13,105.82396697998047,XOM
2025-05-14,104.87651824951172,XOM
2025-05-15,105.94002532958984,XOM
2025-05-16,105.55950164794922,XOM
2025-05-19,103.8813247680664,XOM
2025-05-20,102.39826965332031,XOM
2025-05-21,101.1396484375,XOM
2025-05-22,100.46641540527344,XOM
2025-05-23,100.52495574951172,XOM
2025-05-27,101.00303649902344,XOM
2025-05-28,99.62732696533203,XOM
2025-05-29,100.19322967529297,XOM
2025-05-30,99.81271362304688,XOM
2025-06-02,100.54447174072266,XOM
2025-06-03,101.27623748779297,XOM
2025-06-04,99.81271362304688,XOM
2025-06-05,99.35413360595703,XOM
2025-06-06,101.73480987548828,XOM
2025-06-09,102.41779327392578,XOM
2025-06-10,104.61308288574219,XOM
2025-06-11,106.65226745605469,XOM
2025-06-12,107.06206512451172,XOM
2025-06-13,109.3939437866211,XOM
2025-06-16,109.74520111083984,XOM
2025-06-17,111.22824096679688,XOM
2025-06-18,110.43793487548828,XOM
2025-06-20,111.91121673583984,XOM
2025-06-23,109.02317810058594,XOM
2025-06-24,105.70584106445312,XOM
2025-06-25,105.7351303100586,XOM
2025-06-26,107.31573486328125,XOM
2025-06-27,106.72056579589844,XOM
2025-06-30,105.17898559570312,XOM
2025-07-01,106.58396911621094,XOM
2025-07-02,108.34996795654297,XOM
2025-07-03,109.47200012207031,XOM
2025-07-07,108.40850067138672,XOM
