Date,Close,Ticker
2025-04-09,93.4101791381836,TGT
2025-04-10,88.64835357666016,TGT
2025-04-11,88.71529388427734,TGT
2025-04-14,90.50336456298828,TGT
2025-04-15,88.04595947265625,TGT
2025-04-16,86.49693298339844,TGT
2025-04-17,89.03083038330078,TGT
2025-04-21,89.67147827148438,TGT
2025-04-22,89.97745513916016,TGT
2025-04-23,88.1128921508789,TGT
2025-04-24,91.13445281982422,TGT
2025-04-25,92.34880828857422,TGT
2025-04-28,92.14801788330078,TGT
2025-04-29,92.66436004638672,TGT
2025-04-30,92.46354675292969,TGT
2025-05-01,91.76553344726562,TGT
2025-05-02,93.10420227050781,TGT
2025-05-05,89.90096282958984,TGT
2025-05-06,89.54717254638672,TGT
2025-05-07,91.30655670166016,TGT
2025-05-08,92.6834716796875,TGT
2025-05-09,92.17669677734375,TGT
2025-05-12,96.65166473388672,TGT
2025-05-13,94.74884796142578,TGT
2025-05-14,92.12794494628906,TGT
2025-05-15,93.8784408569336,TGT
2025-05-16,95.33878326416016,TGT
2025-05-19,94.7681884765625,TGT
2025-05-20,94.89391326904297,TGT
2025-05-21,89.9519271850586,TGT
2025-05-22,91.93451690673828,TGT
2025-05-23,91.1898422241211,TGT
2025-05-27,93.80106353759766,TGT
2025-05-28,92.78559875488281,TGT
2025-05-29,91.75077056884766,TGT
2025-05-30,90.91905212402344,TGT
2025-06-02,90.2517318725586,TGT
2025-06-03,92.63085174560547,TGT
2025-06-04,90.85134887695312,TGT
2025-06-05,90.44515991210938,TGT
2025-06-06,94.1202163696289,TGT
2025-06-09,94.14923095703125,TGT
2025-06-10,97.45677947998047,TGT
2025-06-11,94.88423919677734,TGT
2025-06-12,96.02544403076172,TGT
2025-06-13,92.23433685302734,TGT
2025-06-16,94.16857147216797,TGT
2025-06-17,91.89583587646484,TGT
2025-06-18,91.9925537109375,TGT
2025-06-20,92.39873504638672,TGT
2025-06-23,93.35618591308594,TGT
2025-06-24,94.32331085205078,TGT
2025-06-25,93.52059936523438,TGT
2025-06-26,94.39100646972656,TGT
2025-06-27,95.96741485595703,TGT
2025-06-30,95.40648651123047,TGT
2025-07-01,100.43551635742188,TGT
2025-07-02,101.98290252685547,TGT
2025-07-03,100.63860321044922,TGT
2025-07-07,98.2594985961914,TGT
2025-07-08,98.65601348876953,TGT
2025-07-09,99.06220245361328,TGT
2025-07-10,101.29624938964844,TGT
2025-07-11,100.81269073486328,TGT
2025-07-14,101.42198181152344,TGT
2025-07-15,98.84943389892578,TGT
2025-07-16,98.0080337524414,TGT
2025-07-17,100.24209594726562,TGT
2025-07-18,100.05834197998047,TGT
2025-07-21,98.36587524414062,TGT
2025-07-22,103.03707122802734,TGT
2025-07-23,103.89781188964844,TGT
2025-07-24,102.34073638916016,TGT
2025-07-25,102.56318664550781,TGT
2025-07-28,102.93069458007812,TGT
2025-07-29,100.75466918945312,TGT
2025-07-30,99.74885559082031,TGT
2025-07-31,97.1956558227539,TGT
2025-08-01,96.48966217041016,TGT
2025-08-04,96.50900268554688,TGT
2025-08-05,99.06220245361328,TGT
2025-08-06,101.92488098144531,TGT
2025-08-07,102.19567108154297,TGT
2025-08-08,101.93455505371094,TGT
2025-08-11,100.59026336669922,TGT
2025-08-12,102.76628112792969,TGT
2025-08-13,103.00090026855469,TGT
2025-08-14,101.91576385498047,TGT
2025-08-15,100.71329498291016,TGT
2025-08-18,102.60008239746094,TGT
2025-08-19,103.00090026855469,TGT
2025-08-20,96.48025512695312,TGT
2025-08-21,94.88674926757812,TGT
2025-08-22,97.01793670654297,TGT
2025-08-25,94.95518493652344,TGT
2025-08-26,93.95802307128906,TGT
2025-08-27,95.76659393310547,TGT
2025-08-28,94.64234924316406,TGT
2025-08-29,93.8309326171875,TGT
2025-09-02,90.37020111083984,TGT
2025-09-03,90.28221130371094,TGT
2025-09-04,90.63414764404297,TGT
2025-09-05,91.08384704589844,TGT
2025-09-08,89.45124053955078,TGT
2025-09-09,88.87445831298828,TGT
2025-09-10,88.74736022949219,TGT
2025-09-11,89.47079467773438,TGT
2025-09-12,87.94572448730469,TGT
2025-09-15,86.57706451416016,TGT
2025-09-16,87.71109771728516,TGT
2025-09-17,86.93878936767578,TGT
2025-09-18,87.41780853271484,TGT
2025-09-19,86.15669250488281,TGT
2025-09-22,84.62185668945312,TGT
2025-09-23,85.10088348388672,TGT
2025-09-24,86.3326644897461,TGT
2025-09-25,85.1888656616211,TGT
2025-09-26,85.88296508789062,TGT
2025-09-29,86.84102630615234,TGT
2025-09-30,87.69153594970703,TGT
2025-10-01,87.14408111572266,TGT
2025-10-02,87.50579833984375,TGT
2025-10-03,87.03655242919922,TGT
2025-10-06,86.9681167602539,TGT
2025-10-07,87.27117156982422,TGT
2025-10-08,88.35631561279297,TGT
2025-10-09,87.10497283935547,TGT
2025-10-10,83.61491394042969,TGT
